id1 id2 startTime duration
1 245 2644 1
1 245 2646 1
1 245 2648 1
1 245 2715 1
1 252 1794 1
1 252 1806 1
1 252 1817 2
1 252 1821 1
1 252 1826 1
1 252 1849 1
1 252 2117 1
1 252 2221 1
1 252 2595 2
1 252 2629 2
1 252 2662 8
1 252 2674 1
1 252 2677 1
1 252 2691 1
1 252 2709 1
1 252 2711 1
1 253 1746 1
1 253 1886 1
1 253 2201 1
1 253 2221 1
1 253 2580 4
1 253 2587 4
1 253 2592 3
1 253 2601 1
1 253 2604 11
1 253 2618 3
1 253 2622 9
1 253 2632 1
1 253 2634 1
1 253 2642 2
1 253 2649 2
1 253 2654 4
1 253 2660 1
1 253 2662 3
1 253 2669 10
1 253 2680 2
1 253 2683 1
1 253 2693 2
1 253 2705 1
1 253 2709 1
1 254 1966 1
1 254 1981 1
1 254 2011 20
1 254 2040 1
1 254 2056 1
1 254 2068 2
1 254 2071 1
1 254 2075 1
1 254 2084 1
1 256 1953 1
1 256 2035 1
1 256 2039 2
1 256 2066 1
1 256 2073 1
1 256 2076 1
1 256 2111 1
1 256 2237 3
1 256 2242 1
1 256 2245 2
1 256 2281 1
1 256 2284 3
1 256 2298 1
1 256 2307 1
1 259 2410 1
1 259 2412 1
1 259 2417 5
1 259 2423 8
1 259 2432 3
1 259 2436 8
1 259 2448 4
1 259 2453 4
1 259 2459 3
1 259 2464 2
1 259 2468 4
1 259 2474 1
1 259 2478 1
1 259 2480 1
1 259 2489 3
1 259 2493 1
1 259 2496 1
1 259 2498 1
1 259 2502 2
1 259 2506 1
1 259 2509 1
1 259 2511 1
1 259 2537 16
1 259 2554 3
1 268 2502 1
1 282 1739 2
1 282 1742 1
1 282 1746 1
1 282 1776 1
1 282 1804 1
1 282 1807 1
1 282 1819 1
1 282 1821 1
1 282 1824 4
1 282 1830 1
1 282 1870 1
1 282 1890 1
1 282 1924 1
1 282 1939 1
1 282 2129 1
1 282 2131 1
1 282 2133 2
1 282 2136 2
1 282 2212 1
1 282 2220 5
1 282 2340 1
1 282 2584 3
1 282 2608 3
1 282 2612 1
1 282 2616 1
1 282 2618 4
1 282 2623 4
1 282 2629 1
1 282 2632 1
1 282 2634 1
1 282 2644 1
1 282 2653 1
1 282 2655 1
1 282 2661 1
1 282 2671 1
1 282 2673 1
1 282 2675 1
1 282 2681 1
1 282 2686 3
1 282 2693 1
1 282 2695 2
1 282 2709 1
1 282 2711 1
1 282 2718 1
1 287 1718 1
1 287 1810 1
1 287 1816 1
1 287 1818 3
1 287 1822 1
1 287 1827 1
1 287 2140 1
1 287 2190 1
1 287 2198 1
1 287 2220 1
1 287 2224 1
1 287 2334 1
1 287 2350 1
1 287 2354 1
1 287 2356 1
1 287 2617 8
1 287 2626 1
1 287 2628 5
1 287 2634 1
1 287 2637 2
1 287 2681 1
1 287 2689 2
1 287 2692 1
1 287 2694 1
1 287 2696 1
1 287 2712 1
1 287 2714 1
1 296 1963 1
1 296 2267 1
1 296 2426 1
1 296 2431 3
1 296 2439 3
1 296 2443 2
1 296 2448 1
1 296 2453 1
1 296 2457 1
1 296 2466 1
1 296 2494 1
1 296 2503 2
1 296 2506 1
1 296 2512 1
1 296 2527 2
1 296 2531 1
1 296 2536 1
1 296 2548 1
1 296 2562 1
1 296 2564 1
1 296 2568 3
1 296 2572 1
1 305 1974 1
1 306 1716 1
1 306 1731 1
1 306 1733 2
1 306 1737 1
1 306 1758 1
1 306 1761 2
1 306 1804 1
1 306 1816 1
1 306 1829 1
1 306 1832 4
1 306 1837 1
1 306 1839 2
1 306 1842 1
1 306 1846 1
1 306 1850 1
1 306 1854 3
1 306 1860 2
1 306 1912 2
1 306 1918 1
1 306 1923 1
1 306 1928 1
1 306 1932 1
1 306 1988 1
1 306 2121 3
1 306 2126 1
1 306 2133 3
1 306 2138 3
1 306 2249 1
1 306 2251 2
1 306 2333 2
1 306 2347 1
1 306 2349 8
1 306 2359 1
1 306 2362 1
1 306 2387 2
1 306 2398 2
1 306 2401 2
1 306 2426 1
1 306 2448 1
1 306 2450 1
1 306 2574 4
1 306 2579 1
1 306 2589 1
1 306 2592 1
1 306 2596 3
1 306 2602 2
1 306 2605 1
1 306 2609 1
1 306 2618 1
1 306 2626 1
1 306 2662 3
1 306 2668 1
1 306 2672 2
1 306 2675 1
1 306 2686 2
1 306 2692 1
1 306 2694 1
1 306 2700 2
1 306 2709 1
1 307 2247 1
1 307 2412 1
1 307 2423 1
1 307 2426 3
1 307 2433 1
1 307 2435 2
1 307 2438 1
1 307 2440 1
1 307 2444 2
1 307 2448 1
1 307 2451 2
1 307 2477 1
1 307 2493 1
1 307 2498 9
1 307 2512 1
1 307 2521 1
1 307 2535 1
1 307 2538 2
1 307 2541 1
1 307 2547 2
1 307 2551 1
1 307 2563 1
1 307 2569 1
1 307 2572 1
1 309 1888 1
1 320 1681 1
1 320 2012 1
1 320 2014 16
1 320 2037 1
1 320 2048 1
1 320 2051 1
1 320 2053 1
1 320 2055 1
1 320 2058 1
1 320 2062 1
1 320 2067 2
1 320 2075 1
1 320 2084 1
1 320 2087 3
1 323 1941 1
1 323 2262 3
1 323 2286 1
1 323 2293 1
1 323 2306 1
1 323 2327 1
1 327 1987 1
1 329 1864 1
1 340 2424 2
1 340 2437 1
1 340 2439 3
1 340 2444 1
1 340 2451 1
1 340 2453 1
1 340 2455 1
1 340 2458 1
1 340 2470 1
1 340 2472 2
1 340 2479 1
1 340 2490 1
1 340 2495 1
1 340 2498 1
1 340 2510 1
1 340 2512 2
1 340 2522 1
1 340 2526 1
1 340 2542 1
1 340 2546 2
1 340 2549 2
1 340 2570 1
1 342 1733 2
1 342 1758 2
1 342 1762 3
1 342 1770 2
1 342 1777 1
1 342 1780 1
1 342 1799 1
1 342 1801 1
1 342 1816 1
1 342 1818 1
1 342 1826 1
1 342 1830 1
1 342 1847 1
1 342 1850 4
1 342 1856 1
1 342 1858 2
1 342 1862 1
1 342 1915 2
1 342 1921 1
1 342 1934 1
1 342 2121 3
1 342 2126 1
1 342 2224 1
1 342 2226 1
1 342 2673 1
1 342 2712 1
1 364 2673 1
2 3 2177 1
2 3 2181 2
2 3 2190 1
2 7 2035 1
2 7 2169 3
2 7 2173 1
2 7 2181 1
2 7 2319 2
2 7 2322 3
2 7 2326 1
2 7 2329 2
2 7 2424 2
2 7 2428 1
2 7 2490 1
2 7 2518 2
2 7 2538 2
2 7 2542 1
2 7 2591 3
2 7 2595 1
2 7 2613 1
2 7 2622 1
2 7 2624 1
2 7 2626 1
2 7 2632 1
2 7 2634 3
2 7 2709 1
2 9 2187 1
2 12 1897 1
2 14 1751 1
2 14 1999 1
2 14 2317 1
2 14 2323 3
2 14 2538 1
2 14 2714 1
2 26 1949 1
2 26 2219 1
2 26 2223 1
2 26 2226 1
2 50 2298 1
2 50 2482 1
2 50 2521 1
2 50 2689 1
2 50 2693 2
2 50 2702 1
2 50 2708 1
2 50 2714 1
2 51 1750 1
2 51 1902 1
2 51 1929 1
2 51 1932 1
2 51 1936 1
2 51 1996 1
2 51 2002 1
2 51 2049 2
2 51 2055 1
2 51 2081 1
2 51 2083 1
2 51 2086 1
2 51 2100 1
2 51 2117 1
2 51 2142 1
2 51 2152 1
2 51 2167 1
2 51 2170 1
2 51 2179 1
2 51 2181 1
2 51 2183 1
2 51 2185 1
2 51 2230 1
2 51 2233 1
2 51 2235 3
2 51 2242 1
2 51 2247 1
2 51 2311 1
2 51 2319 1
2 51 2401 1
2 51 2426 1
2 51 2428 1
2 51 2437 1
2 51 2439 1
2 51 2441 1
2 51 2443 6
2 51 2451 2
2 51 2459 1
2 51 2475 2
2 51 2488 1
2 51 2490 4
2 51 2514 1
2 51 2608 1
2 51 2610 1
2 51 2616 3
2 51 2663 1
2 51 2679 1
2 51 2682 1
2 51 2686 1
2 51 2694 2
2 51 2708 1
2 51 2710 1
2 78 1894 1
2 79 2230 1
2 79 2235 1
2 85 2165 1
2 85 2466 1
2 85 2529 1
2 85 2558 1
2 85 2564 2
2 85 2567 1
2 85 2570 7
2 85 2580 1
2 85 2590 1
2 85 2614 1
2 85 2622 1
2 85 2712 1
2 89 2177 1
2 91 2259 1
2 92 1755 1
2 93 1752 1
2 102 2260 1
2 102 2265 2
2 102 2268 2
2 102 2287 1
2 105 1936 1
2 105 1938 1
2 105 1943 1
2 105 1948 5
2 105 1956 2
2 105 1959 1
2 105 1966 1
2 105 1968 2
2 105 1977 2
2 105 1991 1
2 105 2003 2
2 105 2233 1
2 105 2249 1
2 105 2267 1
2 105 2297 2
2 105 2300 2
2 105 2303 1
2 105 2323 1
2 105 2326 1
2 105 2334 1
2 105 2466 1
2 105 2521 1
2 105 2531 1
2 105 2584 2
2 105 2588 1
2 105 2662 1
2 106 1757 1
2 106 1832 5
2 106 1838 17
2 106 1857 1
2 106 1859 3
2 106 1863 7
2 106 1872 1
2 106 1876 4
2 106 1888 1
2 106 1890 4
2 106 1896 2
2 106 1900 1
2 106 2330 2
2 106 2677 1
2 109 2177 1
2 113 2191 1
2 113 2302 1
2 114 2183 1
2 119 2227 1
2 119 2239 1
2 119 2243 1
2 119 2246 1
2 124 1796 1
2 124 1798 2
2 124 1802 2
2 124 1805 3
2 124 1809 4
2 124 1815 3
2 124 1819 1
2 124 1824 2
2 124 1892 1
2 129 1755 1
2 132 2183 1
2 132 2205 1
2 132 2231 2
2 134 1757 1
2 134 1828 1
2 134 1833 2
2 134 1838 1
2 134 1844 1
2 134 1851 1
2 134 1854 1
2 137 1728 2
2 137 2170 1
2 137 2329 1
2 137 2333 1
2 137 2429 1
2 137 2534 2
2 137 2616 1
2 137 2679 1
2 137 2709 1
2 154 1751 2
2 154 1896 1
2 154 1938 1
2 154 1993 3
2 154 2166 1
2 154 2178 1
2 154 2181 1
2 154 2209 1
2 154 2307 1
2 154 2312 2
2 154 2529 1
2 154 2620 1
2 154 2677 1
2 154 2717 1
2 156 2184 1
2 156 2190 1
2 157 1752 1
2 157 1755 1
2 157 1828 1
2 157 1843 1
2 157 1867 1
2 157 1894 1
2 157 1896 1
2 157 1937 1
2 157 1940 2
2 157 1943 1
2 157 1984 1
2 157 1986 1
2 157 1995 2
2 157 2056 1
2 157 2137 3
2 157 2166 3
2 157 2181 2
2 157 2184 1
2 157 2196 1
2 157 2198 2
2 157 2203 1
2 157 2233 1
2 157 2245 2
2 157 2253 1
2 157 2266 1
2 157 2280 1
2 157 2296 1
2 157 2302 1
2 157 2318 1
2 157 2429 2
2 157 2464 1
2 157 2521 1
2 157 2531 1
2 157 2620 1
2 157 2715 1
2 158 2269 1
2 158 2272 2
2 160 2178 1
2 163 2307 1
2 169 2260 1
2 169 2297 2
2 169 2302 2
2 169 2715 1
2 182 2233 1
2 183 1898 1
2 198 1894 2
2 203 1722 1
2 203 1728 1
2 203 1730 1
2 203 1756 1
2 203 1902 1
2 203 1905 3
2 203 1910 2
2 203 1914 1
2 203 1916 1
2 203 1918 1
2 203 1920 4
2 203 1927 1
2 203 1992 1
2 203 1996 1
2 203 2000 1
2 203 2002 1
2 203 2008 7
2 203 2017 1
2 203 2021 1
2 203 2024 6
2 203 2032 1
2 203 2034 2
2 203 2037 1
2 203 2039 1
2 203 2041 1
2 203 2044 1
2 203 2046 1
2 203 2048 1
2 203 2057 5
2 203 2065 1
2 203 2067 1
2 203 2071 1
2 203 2075 1
2 203 2079 1
2 203 2081 1
2 203 2083 4
2 203 2088 3
2 203 2092 1
2 203 2095 1
2 203 2097 1
2 203 2101 2
2 203 2104 1
2 203 2106 1
2 203 2108 16
2 203 2125 1
2 203 2127 2
2 203 2130 2
2 203 2135 1
2 203 2143 1
2 203 2145 1
2 203 2154 2
2 203 2157 1
2 203 2160 1
2 203 2162 2
2 203 2341 1
2 203 2344 1
2 203 2346 1
2 203 2352 3
2 203 2358 1
2 203 2360 3
2 203 2364 1
2 203 2372 3
2 203 2379 4
2 203 2403 3
2 203 2408 1
2 203 2429 1
2 203 2439 1
2 203 2444 2
2 203 2448 1
2 203 2451 2
2 203 2457 1
2 203 2459 1
2 203 2461 1
2 203 2476 1
2 203 2496 1
2 203 2500 1
2 203 2513 1
2 203 2516 1
2 203 2522 1
2 203 2526 2
2 203 2595 1
2 203 2626 1
2 203 2668 1
2 203 2680 1
2 203 2683 1
2 203 2685 1
2 203 2692 1
2 213 1905 1
2 213 1936 4
2 213 1989 1
2 213 1991 2
2 213 2167 1
2 213 2179 1
2 213 2181 1
2 213 2185 1
2 213 2188 1
2 213 2207 1
2 213 2211 1
2 213 2216 1
2 213 2233 1
2 213 2297 1
2 213 2308 1
2 213 2592 3
2 213 2610 1
2 213 2612 1
2 213 2616 1
2 217 2169 2
2 224 2258 1
2 224 2260 1
2 230 1752 2
2 230 1906 2
2 230 1909 3
2 230 1928 1
2 230 1992 2
2 230 1997 2
2 230 2000 1
2 230 2006 2
2 230 2010 9
2 230 2021 2
2 230 2025 6
2 230 2032 1
2 230 2034 2
2 230 2038 1
2 230 2040 1
2 230 2056 5
2 230 2075 1
2 230 2081 1
2 230 2089 1
2 230 2120 1
2 230 2142 3
2 230 2146 1
2 230 2163 2
2 230 2168 1
2 230 2253 1
2 230 2307 1
2 230 2313 1
2 230 2316 2
2 230 2326 1
2 230 2328 2
2 230 2335 1
2 230 2341 1
2 230 2343 1
2 230 2345 2
2 230 2348 4
2 230 2355 1
2 230 2364 1
2 230 2390 1
2 230 2400 1
2 230 2429 1
2 230 2434 2
2 230 2438 1
2 230 2451 1
2 230 2455 1
2 230 2459 2
2 230 2463 3
2 230 2508 1
2 230 2588 2
2 230 2695 1
2 230 2701 1
2 230 2707 2
2 230 2718 1
2 234 1898 1
2 239 1895 1
2 239 1897 1
2 239 2307 1
2 244 1728 1
2 244 1911 1
2 244 1940 1
2 244 1992 1
2 244 1994 3
2 244 2055 1
2 244 2089 2
2 244 2142 1
2 244 2168 1
2 244 2318 2
2 244 2339 3
2 244 2364 1
2 244 2600 2
2 244 2603 1
2 244 2677 1
2 244 2683 1
2 257 1860 1
2 257 2222 1
2 260 2296 1
2 265 2030 1
2 265 2180 3
2 265 2319 1
2 265 2588 1
2 265 2595 1
2 265 2690 1
2 274 1897 1
2 282 1754 1
2 283 2267 1
2 283 2279 1
2 283 2286 1
2 283 2294 1
2 284 2190 1
2 311 2136 1
2 311 2139 2
2 311 2165 1
2 311 2335 1
2 311 2466 1
2 311 2527 1
2 311 2532 1
2 311 2583 1
2 311 2586 4
2 311 2625 2
2 311 2635 1
2 311 2651 1
2 311 2653 1
2 311 2661 1
2 311 2663 1
2 311 2666 2
2 311 2669 2
2 311 2677 1
2 324 1952 4
2 330 1755 1
2 337 2190 2
2 349 1848 1
2 350 2221 1
2 353 2249 1
2 354 2172 1
2 354 2177 1
2 361 1958 1
2 361 1979 1
2 361 2185 1
2 361 2226 1
2 361 2232 1
2 361 2236 1
2 361 2254 1
2 361 2262 1
2 362 2283 1
2 365 1756 1
2 366 2177 2
3 4 1897 1
3 4 1989 1
3 4 2171 1
3 4 2173 1
3 4 2181 1
3 4 2289 1
3 4 2293 3
3 4 2309 2
3 4 2337 1
3 4 2501 2
3 4 2567 1
3 4 2620 1
3 4 2679 1
3 4 2681 1
3 4 2688 1
3 5 1940 1
3 5 2524 1
3 5 2537 2
3 5 2567 1
3 5 2620 1
3 5 2624 1
3 5 2659 1
3 5 2683 3
3 5 2714 1
3 7 2182 1
3 14 2224 1
3 14 2226 1
3 14 2229 1
3 14 2236 1
3 14 2242 1
3 14 2270 1
3 14 2281 2
3 29 1896 1
3 29 2276 1
3 29 2292 1
3 37 1988 1
3 45 1695 1
3 45 1697 1
3 45 1711 1
3 45 1738 1
3 45 1903 1
3 45 1943 1
3 45 1978 2
3 45 2018 1
3 45 2095 2
3 45 2102 1
3 45 2187 1
3 45 2190 1
3 45 2329 1
3 45 2334 1
3 45 2342 1
3 45 2347 3
3 45 2357 1
3 45 2360 3
3 45 2368 3
3 45 2423 1
3 45 2471 1
3 45 2506 1
3 45 2522 1
3 45 2527 1
3 45 2530 1
3 45 2538 2
3 45 2670 1
3 45 2683 2
3 45 2686 2
3 45 2689 1
3 48 1721 1
3 48 1921 2
3 48 1924 1
3 48 1951 1
3 48 1953 1
3 48 1956 1
3 48 1960 1
3 48 1965 2
3 48 1969 1
3 48 1977 1
3 48 1979 1
3 48 1989 1
3 48 1999 1
3 48 2053 2
3 48 2122 2
3 48 2128 3
3 48 2177 1
3 48 2181 1
3 48 2229 1
3 48 2242 1
3 48 2271 2
3 48 2283 1
3 48 2291 1
3 48 2295 1
3 48 2316 1
3 48 2339 1
3 48 2345 1
3 48 2440 1
3 48 2442 2
3 48 2453 1
3 48 2500 1
3 48 2564 1
3 48 2667 1
3 48 2679 1
3 48 2681 1
3 48 2691 1
3 48 2713 1
3 51 1897 1
3 55 2231 1
3 55 2234 1
3 55 2236 1
3 55 2240 1
3 64 1962 1
3 64 1966 1
3 64 1968 1
3 65 1987 2
3 65 2342 1
3 65 2563 1
3 65 2619 5
3 65 2669 1
3 65 2683 5
3 65 2713 2
3 65 2716 1
3 66 1694 1
3 66 1697 2
3 66 1701 1
3 66 1734 1
3 66 1737 1
3 66 1750 1
3 66 1901 1
3 66 1903 5
3 66 1910 10
3 66 1938 1
3 66 1947 1
3 66 1949 2
3 66 1955 1
3 66 1957 1
3 66 1959 2
3 66 1962 1
3 66 1964 1
3 66 1966 1
3 66 1969 1
3 66 1972 2
3 66 1993 1
3 66 1998 1
3 66 2021 2
3 66 2057 1
3 66 2063 1
3 66 2095 5
3 66 2102 2
3 66 2112 2
3 66 2115 2
3 66 2119 1
3 66 2125 1
3 66 2168 1
3 66 2171 2
3 66 2300 2
3 66 2303 6
3 66 2310 12
3 66 2323 4
3 66 2332 2
3 66 2338 1
3 66 2340 4
3 66 2346 5
3 66 2352 1
3 66 2355 3
3 66 2362 12
3 66 2375 4
3 66 2382 6
3 66 2390 8
3 66 2468 8
3 66 2477 3
3 66 2499 1
3 66 2501 2
3 66 2508 1
3 66 2511 1
3 66 2521 4
3 66 2526 5
3 66 2562 2
3 66 2619 3
3 66 2626 1
3 66 2629 5
3 66 2646 2
3 66 2653 5
3 66 2661 1
3 66 2665 1
3 66 2669 5
3 66 2675 1
3 66 2679 1
3 66 2685 2
3 66 2688 1
3 66 2692 2
3 66 2715 1
3 72 1752 1
3 85 1898 1
3 85 2279 1
3 85 2282 1
3 85 2285 2
3 85 2291 1
3 89 1701 1
3 89 1703 1
3 89 1712 1
3 89 1716 1
3 89 1724 5
3 89 1731 1
3 89 1735 1
3 89 1737 2
3 89 1740 1
3 89 1745 1
3 89 1906 1
3 89 1908 1
3 89 1913 1
3 89 1920 1
3 89 1925 2
3 89 1950 3
3 89 1954 1
3 89 1956 1
3 89 1958 3
3 89 1963 1
3 89 1969 1
3 89 1972 1
3 89 1999 1
3 89 2014 1
3 89 2017 1
3 89 2025 1
3 89 2030 1
3 89 2075 1
3 89 2105 2
3 89 2168 1
3 89 2172 1
3 89 2174 2
3 89 2177 4
3 89 2182 3
3 89 2188 1
3 89 2190 1
3 89 2192 4
3 89 2197 1
3 89 2199 1
3 89 2201 1
3 89 2205 1
3 89 2211 1
3 89 2262 3
3 89 2266 4
3 89 2271 3
3 89 2279 1
3 89 2281 1
3 89 2285 1
3 89 2292 3
3 89 2296 2
3 89 2299 2
3 89 2307 2
3 89 2310 1
3 89 2440 4
3 89 2445 1
3 89 2449 1
3 89 2455 1
3 89 2457 1
3 89 2533 3
3 89 2537 6
3 89 2544 1
3 89 2546 8
3 89 2558 1
3 89 2621 1
3 89 2632 1
3 89 2655 1
3 89 2657 1
3 89 2659 1
3 89 2666 1
3 89 2669 1
3 89 2680 1
3 89 2683 1
3 89 2686 1
3 89 2690 1
3 89 2693 3
3 89 2712 6
3 89 2719 1
3 93 1898 1
3 93 2218 2
3 93 2222 2
3 93 2226 1
3 93 2228 1
3 93 2230 2
3 100 2219 1
3 102 1763 1
3 106 1899 1
3 106 2280 1
3 106 2284 2
3 109 1729 1
3 109 1731 1
3 109 1733 1
3 109 1751 1
3 109 1897 1
3 109 1901 1
3 109 1903 1
3 109 1913 1
3 109 1921 2
3 109 1937 1
3 109 1944 2
3 109 1977 1
3 109 1988 2
3 109 1992 1
3 109 2008 2
3 109 2011 1
3 109 2014 1
3 109 2018 3
3 109 2022 1
3 109 2024 1
3 109 2063 1
3 109 2087 4
3 109 2092 1
3 109 2095 2
3 109 2106 1
3 109 2115 1
3 109 2117 1
3 109 2122 1
3 109 2126 1
3 109 2142 1
3 109 2168 1
3 109 2170 1
3 109 2298 1
3 109 2302 3
3 109 2312 3
3 109 2345 2
3 109 2444 3
3 109 2449 1
3 109 2451 1
3 109 2455 3
3 109 2463 3
3 109 2467 1
3 109 2471 2
3 109 2481 1
3 109 2484 1
3 109 2488 1
3 109 2490 1
3 109 2501 1
3 109 2517 1
3 109 2520 4
3 109 2531 1
3 109 2561 1
3 109 2633 1
3 109 2644 1
3 109 2653 1
3 109 2659 1
3 109 2662 1
3 109 2666 1
3 109 2668 2
3 109 2672 2
3 109 2676 1
3 109 2679 4
3 109 2684 2
3 109 2692 3
3 109 2698 1
3 109 2706 1
3 109 2713 1
3 109 2715 3
3 110 1897 1
3 110 1939 2
3 110 2289 1
3 110 2525 1
3 110 2527 3
3 110 2563 1
3 110 2620 2
3 110 2681 1
3 110 2688 1
3 110 2717 1
3 111 2568 2
3 126 2209 1
3 133 1709 2
3 133 1987 1
3 133 2104 1
3 133 2106 1
3 133 2108 1
